Date;Hour;D.vien (grados);H (%);P (mBar);R (w/m2);Tº (ºC);V.vien (m/s)
19/03/2017;03:00;71;94;1008,6;0;4,9;0,89
19/03/2017;02:00;62;94;1008,7;0;5,2;0,74
19/03/2017;01:00;71;92;1009;0;5,5;0,49
18/03/2017;24:00;60;91;1009,5;0;6,4;0,78
18/03/2017;23:00;77;89;1009,8;0;6,9;0,37
18/03/2017;22:00;56;87;1010;0;7,4;0,24
18/03/2017;21:00;315;83;1010,2;0;8,5;0,42
18/03/2017;20:00;348;80;1009,7;0;9,2;0,08
18/03/2017;19:00;37;77;1008,6;0;10,2;0,95
18/03/2017;18:00;13;70;1007,6;57,5;12,6;1,05
18/03/2017;17:00;54;64;1009,5;251,7;14,4;1,2
18/03/2017;16:00;327;63;1010,5;355,5;14,5;1,23
18/03/2017;15:00;2;66;1009,8;306,2;13,7;2,05
18/03/2017;14:00;6;62;1010,4;414,4;14,6;1,74
18/03/2017;13:00;79;58;1012,6;685,6;15,1;1,06
18/03/2017;12:00;53;62;1012,4;433,4;13,3;1,19
18/03/2017;11:00;81;64;1012,2;280,4;12,4;1,04
18/03/2017;10:00;50;71;1012,2;187,7;11,5;0,52
18/03/2017;09:00;37;78;1011,9;74,4;10,5;0,67
18/03/2017;08:00;58;80;1011,5;20,7;10;0,56
18/03/2017;07:00;51;83;1011,4;0;9,7;0,56
18/03/2017;06:00;276;84;1011;0;9,7;0,18
18/03/2017;05:00;37;84;1010,7;0;9,7;0,6
18/03/2017;04:00;254;85;1010,8;0;9,8;0,13
18/03/2017;03:00;258;85;1010,7;0;9,8;0,33
18/03/2017;02:00;37;84;1010,6;0;9,8;0,92
18/03/2017;01:00;228;84;1010,9;0;9,9;0,37
17/03/2017;24:00;322;84;1010,9;0;10;0,66
17/03/2017;23:00;255;83;1011,5;0;10,1;0,67
17/03/2017;22:00;276;83;1012;0;10;0,7
17/03/2017;21:00;264;87;1011,9;0;10,2;1
17/03/2017;20:00;280;84;1011,1;0;10,5;0,94
17/03/2017;19:00;337;81;1010;0;11;1,34
17/03/2017;18:00;293;80;1009,5;4,4;11,4;0,69
17/03/2017;17:00;264;77;1009,7;38,8;11,9;1,59
17/03/2017;16:00;284;75;1008,9;134,2;12,8;1,68
17/03/2017;15:00;270;72;1009,7;400,4;14;2,27
17/03/2017;14:00;280;71;1009,6;520,2;14,7;2,38
17/03/2017;13:00;305;70;1010,5;501,2;15,3;1,46
17/03/2017;12:00;262;65;1011,5;536,7;15,6;1,19
17/03/2017;11:00;229;71;1011,6;411,6;13,9;1,81
17/03/2017;10:00;223;78;1011;202;12,4;1,38
17/03/2017;09:00;225;81;1010,9;139,3;11,6;1,07
17/03/2017;08:00;205;85;1010,3;39,3;10,4;1,23
17/03/2017;07:00;261;89;1009,2;0;9,7;0,57
17/03/2017;06:00;234;89;1008,5;0;9,9;0,95
17/03/2017;05:00;260;90;1008,2;0;9,9;1,57
17/03/2017;04:00;257;92;1007,3;0;9,5;1,63
17/03/2017;03:00;258;94;1006,9;0;9,2;1,87
17/03/2017;02:00;259;96;1006,6;0;8,9;2,26
17/03/2017;01:00;262;87;1004,9;0;9,7;2,24
16/03/2017;24:00;302;43;1005,4;0;14,8;1,15
16/03/2017;23:00;61;32;1005,3;0;16,3;0,76
16/03/2017;22:00;80;32;1005;0;16,9;0,93
16/03/2017;21:00;92;32;1005,1;0;17,7;1,27
16/03/2017;20:00;182;34;1004,2;0;18,1;0,71
16/03/2017;19:00;94;31;1003,3;0;20,3;2,01
16/03/2017;18:00;157;24;1001,8;74,3;23,1;1,18
16/03/2017;17:00;119;21;1003,4;252,9;24,6;0,96
16/03/2017;16:00;94;21;1004;429,4;24,7;1,83
16/03/2017;15:00;101;20;1003,7;581,4;24,8;1,88
16/03/2017;14:00;131;21;1006,5;644,9;24,5;1,38
16/03/2017;13:00;115;23;1007,7;731,6;23,2;2,11
16/03/2017;12:00;137;26;1007,2;730,4;22,4;1,58
16/03/2017;11:00;181;29;1006,3;667,7;21,2;2,8
16/03/2017;10:00;178;33;1007,6;555,5;20,5;1,77
16/03/2017;09:00;169;40;1009,2;376,8;18,7;1,63
16/03/2017;08:00;115;55;1009,5;169;15;0,53
16/03/2017;07:00;76;81;1007;11,8;10;0,32
16/03/2017;06:00;91;97;1006,6;0;7,6;0,26
16/03/2017;05:00;100;97;1006,3;0;6,5;0,46
16/03/2017;04:00;64;97;1006,8;0;6,8;1,09
16/03/2017;03:00;62;97;1007,6;0;7,7;1,19
16/03/2017;02:00;58;96;1008,6;0,1;7,9;1,04
16/03/2017;01:00;98;96;1008,8;0;7,8;0,7
15/03/2017;24:00;76;95;1009,4;0;7,9;0,51
15/03/2017;23:00;69;94;1009,8;0;8,4;1,02
15/03/2017;22:00;66;93;1010,2;0;9,1;1,16
15/03/2017;21:00;359;91;1010;0;9,7;0,25
15/03/2017;20:00;69;87;1009,8;0;10,8;0,3
15/03/2017;19:00;79;82;1009,4;0;12,4;1,25
15/03/2017;18:00;59;75;1008,4;62,9;14,6;1,41
15/03/2017;17:00;68;70;1010,4;218,3;16,1;2,34
15/03/2017;16:00;64;69;1010,4;291,9;15,9;2,61
15/03/2017;15:00;68;67;1010,5;526,7;16,6;3,11
15/03/2017;14:00;63;64;1013,5;694,2;17,1;2,67
15/03/2017;13:00;70;62;1014,3;581,2;16,4;1,54
15/03/2017;12:00;67;63;1014,9;725,6;16,3;1,23
15/03/2017;11:00;77;72;1014,4;441,6;14,5;0,93
15/03/2017;10:00;257;78;1017,3;424,5;13,5;0,51
15/03/2017;09:00;115;89;1016,3;119,7;10,7;0,4
15/03/2017;08:00;64;92;1015,9;16,1;9,6;0,97
15/03/2017;07:00;41;93;1015,4;0;9,3;0,87
15/03/2017;06:00;32;94;1015,5;0;9,2;0,68
15/03/2017;05:00;60;94;1015,8;0;9,1;1,06
15/03/2017;04:00;60;93;1016,1;0;9,2;0,18
15/03/2017;03:00;73;93;1016,6;0;8,9;0,97
15/03/2017;02:00;313;94;1017,4;0;8,8;0,33
15/03/2017;01:00;340;93;1017,8;0;8,7;0,2
14/03/2017;24:00;171;93;1018;0;8,2;0,09
14/03/2017;23:00;241;94;1018,7;0;8;0,38
14/03/2017;22:00;231;94;1018,4;0;7,5;0,51
14/03/2017;21:00;301;90;1017,6;0;8,5;0,29
14/03/2017;20:00;351;85;1017,6;0;10;1,53
14/03/2017;19:00;349;84;1017,3;0;10,9;1,53
14/03/2017;18:00;347;79;1017,1;53,8;12,3;1,22
14/03/2017;17:00;32;76;1017,4;124,3;12,8;1,41
14/03/2017;16:00;38;75;1016,4;216,7;13,5;2,06
14/03/2017;15:00;26;72;1018,3;613,7;14,6;3,05
14/03/2017;14:00;37;71;1019,9;584,6;15;2,66
14/03/2017;13:00;29;74;1020,9;464;14,6;1,77
14/03/2017;12:00;310;79;1018,9;133;13,5;1,12
14/03/2017;11:00;333;75;1021;416,3;15;0,62
14/03/2017;10:00;291;86;1020,7;269,8;12,9;0,92
14/03/2017;09:00;260;93;1019,9;107,7;11,5;1,4
14/03/2017;08:00;298;96;1018,9;36,9;10,7;0,24
14/03/2017;07:00;253;96;1018;0;10,3;0,33
14/03/2017;06:00;274;96;1017,3;0;10,1;0,5
14/03/2017;05:00;264;96;1017,1;0;9,9;0,77
14/03/2017;04:00;258;96;1017,2;0;9,7;0,85
14/03/2017;03:00;264;95;1017,8;0;9,5;0,68
14/03/2017;02:00;277;95;1018,5;0;9,4;0,53
14/03/2017;01:00;73;94;1018,6;0;9,5;0,17
13/03/2017;24:00;324;93;1018,5;0;9,5;0,65
13/03/2017;23:00;331;94;1018,3;0;9,5;0,74
13/03/2017;22:00;312;95;1018,1;0;9,5;0,67
13/03/2017;21:00;288;95;1017,4;0;9,4;0,66
13/03/2017;20:00;288;95;1016,7;0;9,4;0,87
13/03/2017;19:00;291;95;1016,1;0;9,4;0,82
13/03/2017;18:00;282;95;1015,5;0;9,6;1,07
13/03/2017;17:00;296;95;1014,9;9;9,6;1,06
13/03/2017;16:00;261;96;1014,8;15,6;9,4;1,45
13/03/2017;15:00;261;96;1014,5;26,4;9,3;1,68
13/03/2017;14:00;262;94;1014,5;38,5;9,3;1,55
13/03/2017;13:00;267;94;1014,6;33,8;9,2;1,37
13/03/2017;12:00;260;95;1014,5;45;8,8;2,1
13/03/2017;11:00;263;94;1014,2;41,2;8,6;1,86
13/03/2017;10:00;266;94;1013,7;31,8;8,3;1,89
13/03/2017;09:00;262;93;1013,2;18,2;8,1;1,59
13/03/2017;08:00;294;88;1012,5;5,9;8,2;1,34
13/03/2017;07:00;317;81;1011,7;0,1;8,6;1,21
13/03/2017;06:00;282;83;1010,9;0;8,4;1,63
13/03/2017;05:00;290;84;1010,5;0;8,4;1,74
13/03/2017;04:00;278;77;1010,2;0;9,1;1,94
13/03/2017;03:00;267;77;1010,3;0;9,1;2,33
13/03/2017;02:00;271;80;1010,2;0;8,9;2,05
13/03/2017;01:00;281;85;1009,4;0;8,4;1,69
12/03/2017;24:00;272;80;1009,7;0;8,9;1,87
12/03/2017;23:00;269;79;1009,7;0;8,9;2,14
12/03/2017;22:00;267;82;1009,4;0;8,8;1,96
12/03/2017;21:00;273;86;1009;0;8,3;1,92
12/03/2017;20:00;252;90;1008,5;0;7,5;1,05
12/03/2017;19:00;264;89;1008,2;0;7,9;2,2
12/03/2017;18:00;268;90;1007,3;13,6;7,9;2,56
12/03/2017;17:00;269;83;1006,4;30;9,4;3,29
12/03/2017;16:00;258;77;1007,1;75,9;9,8;6,01
12/03/2017;15:00;258;83;1006,2;125,9;9,6;5,84
12/03/2017;14:00;259;85;1005,3;142,6;10;5,51
12/03/2017;13:00;260;83;1006,9;214,7;11,1;4,02
12/03/2017;12:00;258;88;1006,3;218,6;10,3;4,97
12/03/2017;11:00;254;92;1005,4;79,1;10,1;2,81
12/03/2017;10:00;219;92;1004,7;57,8;9,9;0,93
12/03/2017;09:00;344;82;1004,8;52,5;10,8;0,26
12/03/2017;08:00;269;76;1005,9;71,1;10,8;0,84
12/03/2017;07:00;262;79;1005;1,8;10,3;1,77
12/03/2017;06:00;262;82;1005,4;0;10,9;2,1
12/03/2017;05:00;265;88;1005;0;10,6;2,13
12/03/2017;04:00;260;90;1005;0;11;2,88
12/03/2017;03:00;259;89;1005,3;0;11,4;2,64
12/03/2017;02:00;257;89;1005,6;0;11,5;3,23
12/03/2017;01:00;259;89;1005,8;0;11,5;2,4
11/03/2017;24:00;258;85;1006,1;0;12,2;3,02
11/03/2017;23:00;260;81;1006,4;0;12,8;3,03
11/03/2017;22:00;257;80;1006;0;12,8;3,15
11/03/2017;21:00;258;77;1006;0;13,4;2,19
11/03/2017;20:00;261;77;1005,8;0;13,5;1,24
11/03/2017;19:00;286;76;1005,1;0;13,7;1,39
11/03/2017;18:00;321;75;1004,2;41;14,7;1,18
11/03/2017;17:00;286;72;1004,6;133,6;15,4;1,4
11/03/2017;16:00;263;67;1002,3;131;16;2,08
11/03/2017;15:00;272;63;1004,1;452,7;17,5;2,44
11/03/2017;14:00;261;61;1003,3;457,2;17,5;3,63
11/03/2017;13:00;264;59;1002,4;525,8;17,9;4,03
11/03/2017;12:00;274;42;1000,9;613,5;22,7;1,75
11/03/2017;11:00;80;41;1001,5;597;22;1,47
11/03/2017;10:00;82;53;1003,1;496,6;17,8;1,44
11/03/2017;09:00;79;65;1004,4;325,7;13,7;1,22
11/03/2017;08:00;72;74;1002,7;103,2;9,9;1,2
11/03/2017;07:00;71;75;1001,6;1,5;8,4;1,21
11/03/2017;06:00;247;74;1001,9;0;8,5;0,34
11/03/2017;05:00;65;71;1001,7;0;9,1;0,5
11/03/2017;04:00;119;68;1001,8;0;9,7;0,19
11/03/2017;03:00;74;65;1001,9;0;10,2;0,97
11/03/2017;02:00;61;64;1002;0;11;0,75
11/03/2017;01:00;68;60;1002,5;0;11,8;1,67
10/03/2017;24:00;87;56;1003,5;0;13,1;2,77
10/03/2017;23:00;80;56;1003,5;0;13,5;2,14
10/03/2017;22:00;63;55;1003,3;0;14,5;2,43
10/03/2017;21:00;80;51;1003,4;0;16;2,41
10/03/2017;20:00;91;43;1003,5;0;17,8;2,19
10/03/2017;19:00;57;36;1002,6;0;19,7;1,85
10/03/2017;18:00;66;28;1001,4;54,7;23,2;2,75
10/03/2017;17:00;59;24;1002,2;237,4;25,4;3,77
10/03/2017;16:00;56;26;1003,7;430,6;26,9;3,14
10/03/2017;15:00;66;29;1003,5;560;27;3,2
10/03/2017;14:00;83;34;1006,6;619;26,9;1,9
10/03/2017;13:00;142;41;1009,1;682,8;25,7;0,39
10/03/2017;12:00;109;51;1008,2;671,2;23,4;0,44
10/03/2017;11:00;132;59;1007,9;593,2;20,3;0,42
10/03/2017;10:00;119;78;1010,1;433,6;15,8;0,6
10/03/2017;09:00;81;96;1010,9;278,1;11,2;1,26
10/03/2017;08:00;74;97;1008,6;81,1;8;1,36
10/03/2017;07:00;60;97;1007,7;0,8;7,6;1,61
10/03/2017;06:00;63;97;1007,8;0;7,9;1,47
10/03/2017;05:00;82;97;1008,1;0;8,3;1,59
10/03/2017;04:00;76;97;1008,5;0;8,7;1,48
10/03/2017;03:00;76;97;1009,2;0;8,7;1,63
10/03/2017;02:00;69;96;1010,1;0;8,8;1,52
10/03/2017;01:00;81;95;1010,5;0,1;8,9;1,33
09/03/2017;24:00;55;95;1010,9;0;9;1,27
09/03/2017;23:00;54;94;1011,1;0;9,2;2,03
09/03/2017;22:00;39;93;1011,5;0;9,7;1,75
09/03/2017;21:00;11;93;1011;0;10,1;0,76
09/03/2017;20:00;332;90;1010,6;0;11,3;0,72
09/03/2017;19:00;42;85;1009,9;0;12,8;1
09/03/2017;18:00;84;76;1008,6;45,5;15,2;1,09
09/03/2017;17:00;59;73;1009,5;195,2;16,5;3,23
09/03/2017;16:00;64;71;1009,9;354,1;17;4,25
09/03/2017;15:00;65;68;1009,7;489;17,9;4,61
09/03/2017;14:00;64;66;1011,6;579,3;18,3;3,91
09/03/2017;13:00;59;66;1013,5;632,8;17,7;2,94
09/03/2017;12:00;74;69;1013,4;615,7;16,7;1,55
09/03/2017;11:00;87;79;1012,9;502,8;13,3;2,53
09/03/2017;10:00;88;84;1013,6;382,7;11,6;3,13
09/03/2017;09:00;88;88;1014,1;187,3;10,7;2,7
09/03/2017;08:00;73;90;1012,8;31,9;10,1;2,02
09/03/2017;07:00;73;89;1012,3;0;10,3;1,9
09/03/2017;06:00;81;89;1012,5;0;10,6;1,74
09/03/2017;05:00;85;90;1012;0;10,4;1,7
09/03/2017;04:00;96;90;1012;0;10,7;1,77
09/03/2017;03:00;67;88;1012,6;0;11,2;1,35
09/03/2017;02:00;66;88;1012,6;0;11,2;1,37
09/03/2017;01:00;47;88;1012,7;0;11,4;1,19
08/03/2017;24:00;47;87;1013,1;0;11,6;1,59
08/03/2017;23:00;48;86;1013,7;0;11,7;1,25
08/03/2017;22:00;55;86;1014,1;0;11,7;2,59
08/03/2017;21:00;39;84;1014,2;0;11,9;2,28
08/03/2017;20:00;3;82;1014;0;12,1;1,59
08/03/2017;19:00;16;81;1013,5;0;12,2;2,02
08/03/2017;18:00;30;78;1013;5,3;12,9;1,8
08/03/2017;17:00;29;74;1013;83,3;14,1;2,06
08/03/2017;16:00;10;71;1013,1;177,3;15,3;1,56
08/03/2017;15:00;23;70;1012,4;238,5;16,5;2,09
08/03/2017;14:00;8;68;1012,7;426,4;17,8;1,65
08/03/2017;13:00;7;66;1015,2;605;18,2;1,51
08/03/2017;12:00;51;67;1014,8;585,6;17,1;1,15
08/03/2017;11:00;42;73;1014;522,3;16,2;1,13
08/03/2017;10:00;79;82;1015,2;401,2;14,1;1,85
08/03/2017;09:00;69;91;1015,6;248;12,4;1,68
08/03/2017;08:00;47;96;1014,1;80,9;11;1,33
08/03/2017;07:00;11;96;1013,3;3;10,8;0,52
08/03/2017;06:00;64;95;1013,4;0;11;0,77
08/03/2017;05:00;233;96;1013,5;0;11;0,94
08/03/2017;04:00;263;95;1013,5;0;11;1,68
08/03/2017;03:00;256;95;1013,5;0;11,2;1,63
08/03/2017;02:00;263;93;1013,8;0;11,4;0,78
08/03/2017;01:00;270;92;1013,8;0;11,6;0,76
07/03/2017;24:00;259;92;1013,8;0;11,7;1,4
07/03/2017;23:00;277;93;1013,7;0;11,6;0,93
07/03/2017;22:00;260;93;1013,6;0;11,7;2,16
07/03/2017;21:00;256;92;1013,4;0;11,8;2,57
07/03/2017;20:00;259;93;1013,6;0;11,7;1,71
07/03/2017;19:00;260;94;1013,3;0;11,5;2,46
07/03/2017;18:00;262;95;1013;0,8;11,6;2,65
07/03/2017;17:00;260;94;1012,4;14,2;11,8;2,35
07/03/2017;16:00;267;90;1011,4;39,4;12,5;2,98
07/03/2017;15:00;275;86;1011,4;127,8;13,5;2,56
07/03/2017;14:00;287;85;1011,7;115,1;13,6;0,63
07/03/2017;13:00;106;89;1012,2;144,4;12,2;0,57
07/03/2017;12:00;86;91;1012,7;152;11,2;0,81
07/03/2017;11:00;55;94;1012,1;68,5;9,2;0,81
07/03/2017;10:00;53;92;1011,9;41,4;8,7;1,32
07/03/2017;09:00;49;90;1011,7;26,7;8,5;1,35
07/03/2017;08:00;68;89;1011,9;8,7;8;1,39
07/03/2017;07:00;53;90;1011,6;0;7,7;1,28
07/03/2017;06:00;57;90;1011,6;0;7,6;1,39
07/03/2017;05:00;68;92;1011,4;0;7,2;1,04
07/03/2017;04:00;18;91;1011,4;0;7,5;0,21
07/03/2017;03:00;81;87;1012,5;0;8,3;0,25
07/03/2017;02:00;30;87;1013,4;0;8,5;0,18
07/03/2017;01:00;214;85;1013,4;0;8,7;0,12
06/03/2017;24:00;295;84;1013,2;0;8,7;0,07
06/03/2017;23:00;271;80;1013,1;0;9,3;0,83
06/03/2017;22:00;265;78;1013,2;0;9,6;0,58
06/03/2017;21:00;249;77;1013;0;10,1;0,35
06/03/2017;20:00;286;76;1012,5;0;10,3;1,03
06/03/2017;19:00;257;73;1011,7;0;11;2,06
06/03/2017;18:00;259;74;1011,5;12,4;11,5;2,12
06/03/2017;17:00;263;72;1011,2;48,4;11,9;2,86
06/03/2017;16:00;263;70;1012;169;12,6;3,7
06/03/2017;15:00;263;76;1011,3;167,5;12,5;3,11
06/03/2017;14:00;262;77;1010,5;108,4;12,2;3,76
06/03/2017;13:00;264;78;1009,9;170,2;12,5;4,14
06/03/2017;12:00;263;82;1008,6;245,6;13;3,71
06/03/2017;11:00;263;81;1008,3;269;13,8;3,61
06/03/2017;10:00;265;87;1006,6;116,3;13,5;3,04
06/03/2017;09:00;261;85;1005,1;26,9;13,4;2,22
06/03/2017;08:00;270;78;1003,7;0,4;13,7;1
06/03/2017;07:00;249;77;1003,2;0;13,7;2,3
06/03/2017;06:00;237;79;1001,7;0;13,4;2,15
06/03/2017;05:00;238;70;1001,3;0;14,5;2,33
06/03/2017;04:00;235;71;1001,5;0;14,4;2,39
06/03/2017;03:00;209;76;1001,2;0;13,5;1,47
06/03/2017;02:00;56;86;1001,2;0;11,8;0,79
06/03/2017;01:00;49;93;1001,6;0;10,7;0,4
05/03/2017;24:00;45;95;1002;0;10,5;0,95
05/03/2017;23:00;70;96;1002,8;0;10,4;1,38
05/03/2017;22:00;65;95;1003,6;0;10,5;0,91
05/03/2017;21:00;351;94;1003,6;0;10,8;0,32
05/03/2017;20:00;306;88;1003,6;0;11,6;0,87
05/03/2017;19:00;22;82;1003,2;0;12,3;0,42
05/03/2017;18:00;354;79;1002,7;9,4;12,9;1,4
05/03/2017;17:00;353;78;1002,2;33,2;13,5;1,29
05/03/2017;16:00;352;76;1001,5;104,9;14,4;1,76
05/03/2017;15:00;296;72;1000,9;233,6;15,3;1,66
05/03/2017;14:00;282;62;1001,8;343;16,3;1,66
05/03/2017;13:00;233;60;1000,6;299,7;15,4;2,71
05/03/2017;12:00;195;63;1000,9;383,1;14,1;4,41
05/03/2017;11:00;203;71;1000,6;135;12,4;2,58
05/03/2017;10:00;192;78;1000,6;214,7;10,9;2,57
05/03/2017;09:00;226;82;998,8;19,9;9,6;2,77
05/03/2017;08:00;219;69;996,1;1,6;11;4,02
05/03/2017;07:00;201;59;995,5;0;11,8;4,34
05/03/2017;06:00;199;59;995,1;0;11,5;4,4
05/03/2017;05:00;193;65;994,8;0;10,2;2,74
05/03/2017;04:00;190;66;993,8;0;9,9;2,45
05/03/2017;03:00;193;63;994,5;0;9,4;2,21
05/03/2017;02:00;56;76;994,4;0;6,8;1
05/03/2017;01:00;54;81;994,7;0;6,4;0,71
04/03/2017;24:00;42;81;995,3;0;6,5;0,74
04/03/2017;23:00;56;81;995,3;0;6,4;1,49
04/03/2017;22:00;69;80;995,6;0;6,7;1,25
04/03/2017;21:00;63;80;995,2;0;6,7;1,32
04/03/2017;20:00;58;79;995,1;0;6,9;0,87
04/03/2017;19:00;339;75;994;0;7,5;0,3
04/03/2017;18:00;325;63;991,8;26,7;9,5;1,5
04/03/2017;17:00;255;47;993,4;193,6;11,9;3,23
04/03/2017;16:00;229;57;992,4;229,1;10,1;3,55
04/03/2017;15:00;243;54;991,2;342,3;11,3;3,99
04/03/2017;14:00;213;62;993,4;435,8;9,5;3,78
04/03/2017;13:00;273;83;990,1;175;7,1;2,55
04/03/2017;12:00;228;51;990,9;429;10,7;3,9
04/03/2017;11:00;230;63;991,5;421;8,8;1,72
04/03/2017;10:00;230;60;989,9;114,8;7;2,94
04/03/2017;09:00;211;62;989;69,2;6,3;3,68
04/03/2017;08:00;235;71;988,8;71,6;5,2;2,49
04/03/2017;07:00;248;80;987;0;4;1,55
04/03/2017;06:00;261;83;986,6;0;4,5;1,2
04/03/2017;05:00;211;84;987;0;4,7;1,3
04/03/2017;04:00;128;90;985,9;0;3,8;0,39
04/03/2017;03:00;272;86;985,8;0;5,2;0,88
04/03/2017;02:00;253;89;986,6;0;5,8;1,38
04/03/2017;01:00;254;91;986,9;0;6,2;1,49
03/03/2017;24:00;274;90;987,1;0;6,4;0,63
03/03/2017;23:00;240;89;986,8;0;6,6;1,25
03/03/2017;22:00;255;92;986,6;0;6,6;1,05
03/03/2017;21:00;247;93;986,3;0;6,6;1,35
03/03/2017;20:00;254;92;985,8;0;6,7;2,03
03/03/2017;19:00;265;90;985;0;6,9;2,45
03/03/2017;18:00;269;92;984;0;7,5;2,25
03/03/2017;17:00;268;90;983;2,4;8,7;2,58
03/03/2017;16:00;260;89;981,5;10,2;10;1,66
03/03/2017;15:00;252;64;980,3;37,7;15;1,04
03/03/2017;14:00;193;42;982,1;219,3;18,9;2,69
03/03/2017;13:00;156;44;984,7;389,6;18,8;1,74
03/03/2017;12:00;178;46;985,7;440,9;17,8;2,27
03/03/2017;11:00;184;48;985,8;322,1;16,2;4,13
03/03/2017;10:00;187;50;986,8;223,8;15,7;3,2
03/03/2017;09:00;185;54;989;146;14,8;2,21
03/03/2017;08:00;204;60;989,2;27,5;13,2;1,02
03/03/2017;07:00;220;60;989,6;0;12,8;0,96
03/03/2017;06:00;182;56;990,4;0;13,5;1,31
03/03/2017;05:00;185;53;991,1;0;14,5;1,66
03/03/2017;04:00;167;54;992,1;0;14,6;0,78
03/03/2017;03:00;98;56;993,3;0;14,4;1,63
03/03/2017;02:00;187;57;994,1;0;14,6;0,99
03/03/2017;01:00;154;54;995,4;0;15,5;1,56
02/03/2017;24:00;187;53;996,7;0;15,8;2,82
02/03/2017;23:00;85;55;996,9;0;15,3;0,7
02/03/2017;22:00;53;59;996,6;0;14,6;1,09
02/03/2017;21:00;84;59;998,4;0;15;2,01
02/03/2017;20:00;77;76;998,3;0;12,8;0,87
02/03/2017;19:00;32;74;997,9;0;13,5;0,53
02/03/2017;18:00;73;67;997,5;18;15,6;1,68
02/03/2017;17:00;67;58;998,3;130,8;17,9;2,18
02/03/2017;16:00;29;48;999,5;202,7;19,6;0,62
02/03/2017;15:00;345;47;999,9;288,7;19,7;0,43
02/03/2017;14:00;111;49;1002;410,1;19,3;0,84
02/03/2017;13:00;157;51;1004,1;433,8;18,4;0,88
02/03/2017;12:00;163;55;1003,4;402,4;17,3;0,76
02/03/2017;11:00;87;61;1005,4;472,8;15,9;1,36
02/03/2017;10:00;190;75;1005,2;273,6;12;0,33
02/03/2017;09:00;80;85;1006;167,4;8,9;0,7
02/03/2017;08:00;69;92;1004,5;46,9;6,6;0,31
02/03/2017;07:00;57;94;1004,1;0;5,8;0,79
02/03/2017;06:00;93;93;1003,5;0;5,8;0,43
02/03/2017;05:00;73;92;1003,6;0;6,3;0,46
02/03/2017;04:00;103;90;1003,5;0;6,7;0,24
02/03/2017;03:00;6;88;1003,8;0;7,5;0,15
02/03/2017;02:00;62;86;1004,6;0;8,1;0,57
02/03/2017;01:00;66;86;1005,2;0;7,9;1,36
01/03/2017;24:00;75;86;1004,8;0;7,7;0,91
01/03/2017;23:00;59;83;1004,5;0;8,2;0,29
01/03/2017;22:00;46;81;1003,6;0;8,9;0,05
01/03/2017;21:00;139;77;1002,6;0;10;0,16
01/03/2017;20:00;269;69;1002,7;0;11,8;0,47
01/03/2017;19:00;299;66;1001,5;0;12,9;0,34
01/03/2017;18:00;259;60;999,9;11,3;15,1;1,13
01/03/2017;17:00;194;46;1000,1;156;18,2;2,29
01/03/2017;16:00;195;46;1001,8;326,5;17,8;3,2
01/03/2017;15:00;198;48;1001,7;397,9;17,1;3,79
01/03/2017;14:00;209;48;1001,9;439,5;16,9;3,72
01/03/2017;13:00;200;49;1003,8;591,7;16,4;4,25
01/03/2017;12:00;200;52;1004;603,3;15,5;3,79
01/03/2017;11:00;129;66;1003,4;350;12,7;1,08
01/03/2017;10:00;76;74;1005;321,8;10,5;1,81
01/03/2017;09:00;91;81;1004,6;170,4;7,7;0,87
01/03/2017;08:00;31;88;1003,5;82,9;5,3;0,49
01/03/2017;07:00;55;94;1002,2;0,5;3,6;1,2
01/03/2017;06:00;53;93;1002,6;0;3,6;1,69
01/03/2017;05:00;59;95;1002,4;0,1;3,4;1,74
01/03/2017;04:00;54;95;1002,4;0;3,3;2,02
01/03/2017;03:00;76;95;1003,2;0;3,4;1,71
01/03/2017;02:00;64;95;1003,2;0;3,8;1,57
01/03/2017;01:00;62;95;1003;0;4,3;1,73
28/02/2017;24:00;71;94;1003,3;0;4,8;1,7
28/02/2017;23:00;57;94;1003,6;0;5,1;1,3
28/02/2017;22:00;45;92;1003,2;0;5,6;1,12
28/02/2017;21:00;80;91;1002,9;0;6,3;0,85
28/02/2017;20:00;277;88;1002,7;0;7,1;0,06
28/02/2017;19:00;247;86;1001,9;0;7,5;1,4
28/02/2017;18:00;243;88;1001,1;4,7;7,9;1,04
28/02/2017;17:00;258;84;1000,8;78,8;8,3;2,4
28/02/2017;16:00;258;84;999,4;96,5;7,6;4,94
28/02/2017;15:00;258;78;999,3;127,1;8,5;5,27
28/02/2017;14:00;247;80;998,4;89,6;8,5;4,36
28/02/2017;13:00;253;89;997,5;56,6;7,7;3,23
28/02/2017;12:00;260;91;996,2;59;8,6;3,21
28/02/2017;11:00;263;83;994,8;51,6;10,1;2,01
28/02/2017;10:00;248;67;994,2;39,2;11,6;3,5
28/02/2017;09:00;237;66;993,6;33,5;11,4;3,47
28/02/2017;08:00;236;55;992,9;0,6;12,4;4,29
28/02/2017;07:00;221;51;992,3;0;12,7;5,58
28/02/2017;06:00;227;52;992,5;0;12,5;5,59
28/02/2017;05:00;224;56;993,4;0;11,7;4,62
28/02/2017;04:00;228;77;992,7;0;8,6;0,34
28/02/2017;03:00;59;96;993,2;0;6,4;0,66
28/02/2017;02:00;81;96;994;0;7;0,21
28/02/2017;01:00;69;96;994,8;0;7,4;0,75
27/02/2017;24:00;236;94;994,7;0;8;0,11
27/02/2017;23:00;293;93;995,1;0;9,2;0,19
